REFERENCE_PERIOD,NAICS,STATUS,CALCULATED_VALUE
2009-04-01,Beverage and tobacco product manufacturing,,1018000000.0
2009-04-01,Textile mills,,141000000.0
2009-04-01,Textile product mills,,154000000.0
2009-04-01,Apparel manufacturing,,188000000.0
2009-04-01,Leather and allied product manufacturing,,32000000.0
2009-04-01,Paper manufacturing,,2156000000.0
2009-04-01,Printing and related support activities,,796000000.0
2009-04-01,Petroleum and coal products manufacturing,,5690000000.0
2009-04-01,Chemical manufacturing,,3901000000.0
2009-04-01,Plastics and rubber products manufacturing,,1798000000.0
2009-04-01,Durable goods,,22462000000.0
2009-04-01,Wood product manufacturing,,1619000000.0
2009-04-01,Non-metallic mineral product manufacturing,,1022000000.0
2009-04-01,Primary metal manufacturing,,3318000000.0
2009-04-01,Fabricated metal product manufacturing,,2585000000.0
2009-04-01,Machinery manufacturing,,2444000000.0
2009-04-01,Computer and electronic product manufacturing,,1403000000.0
2009-04-01,"Electrical equipment, appliance and component manufacturing",,821000000.0
2009-04-01,Transportation equipment manufacturing,,7385000000.0
2009-04-01,Motor vehicle manufacturing,,3053000000.0
2009-04-01,Motor vehicle body and trailer manufacturing,,199000000.0
2009-04-01,Motor vehicle parts manufacturing,,1591000000.0
2009-04-01,Aerospace product and parts manufacturing,,2133000000.0
2009-04-01,Railroad rolling stock manufacturing,,65000000.0
2009-04-01,Ship and boat building,,112000000.0
2009-04-01,Other transportation equipment manufacturing,,232000000.0
2009-04-01,Furniture and related product manufacturing,,858000000.0
2009-04-01,Miscellaneous manufacturing,,1008000000.0
2009-05-01,"Total, durable and non-durable goods",,44158000000.0
2009-05-01,Non-durable goods,,23957000000.0
2009-05-01,Food manufacturing,,7616000000.0
2009-05-01,Beverage and tobacco product manufacturing,,1006000000.0
2009-05-01,Textile mills,,124000000.0
2009-05-01,Textile product mills,,146000000.0
2009-05-01,Apparel manufacturing,,179000000.0
2009-05-01,Leather and allied product manufacturing,,31000000.0
2009-05-01,Paper manufacturing,,2141000000.0
2009-05-01,Printing and related support activities,,785000000.0
2009-05-01,Petroleum and coal products manufacturing,,6019000000.0
2009-05-01,Chemical manufacturing,,4128000000.0
2009-05-01,Plastics and rubber products manufacturing,,1780000000.0
2009-05-01,Durable goods,,20201000000.0
2009-05-01,Wood product manufacturing,,1605000000.0
2009-05-01,Non-metallic mineral product manufacturing,,1051000000.0
2009-05-01,Primary metal manufacturing,,3039000000.0
2009-05-01,Fabricated metal product manufacturing,,2574000000.0
2009-05-01,Machinery manufacturing,,2334000000.0
2009-05-01,Computer and electronic product manufacturing,,1364000000.0
2009-05-01,"Electrical equipment, appliance and component manufacturing",,778000000.0
2009-05-01,Transportation equipment manufacturing,,5725000000.0
2009-05-01,Motor vehicle manufacturing,,2537000000.0
2009-05-01,Motor vehicle body and trailer manufacturing,,198000000.0
2009-05-01,Motor vehicle parts manufacturing,,1255000000.0
2009-05-01,Aerospace product and parts manufacturing,,1176000000.0
2009-05-01,Railroad rolling stock manufacturing,,87000000.0
2009-05-01,Ship and boat building,,141000000.0
2009-05-01,Other transportation equipment manufacturing,,332000000.0
2009-05-01,Furniture and related product manufacturing,,847000000.0
2009-05-01,Miscellaneous manufacturing,,886000000.0
2009-06-01,"Total, durable and non-durable goods",,44758000000.0
2009-06-01,Non-durable goods,,23961000000.0
2009-06-01,Food manufacturing,,7702000000.0
2009-06-01,Beverage and tobacco product manufacturing,,1026000000.0
2009-06-01,Textile mills,,134000000.0
2009-06-01,Textile product mills,,149000000.0
2009-06-01,Apparel manufacturing,,189000000.0
2009-06-01,Leather and allied product manufacturing,,32000000.0
2009-06-01,Paper manufacturing,,2158000000.0
2009-06-01,Printing and related support activities,,768000000.0
2009-06-01,Petroleum and coal products manufacturing,,6012000000.0
2009-06-01,Chemical manufacturing,,3971000000.0
2009-06-01,Plastics and rubber products manufacturing,,1820000000.0
2009-06-01,Durable goods,,20798000000.0
2009-06-01,Wood product manufacturing,,1698000000.0
2009-06-01,Non-metallic mineral product manufacturing,,1090000000.0
2009-06-01,Primary metal manufacturing,,2964000000.0
2009-06-01,Fabricated metal product manufacturing,,2626000000.0
2009-06-01,Machinery manufacturing,,2293000000.0
2009-06-01,Computer and electronic product manufacturing,,1348000000.0
2009-06-01,"Electrical equipment, appliance and component manufacturing",,827000000.0
2009-06-01,Transportation equipment manufacturing,,6188000000.0
2009-06-01,Motor vehicle manufacturing,,2525000000.0
2009-06-01,Motor vehicle body and trailer manufacturing,,147000000.0
2009-06-01,Motor vehicle parts manufacturing,,1266000000.0
2009-06-01,Aerospace product and parts manufacturing,,1776000000.0
2009-06-01,Railroad rolling stock manufacturing,,96000000.0
2009-06-01,Ship and boat building,,115000000.0
2009-06-01,Other transportation equipment manufacturing,,263000000.0
2009-06-01,Furniture and related product manufacturing,,871000000.0
2009-06-01,Miscellaneous manufacturing,,894000000.0
2009-07-01,"Total, durable and non-durable goods",,47304000000.0
2009-07-01,Non-durable goods,,24334000000.0
2009-07-01,Food manufacturing,,7738000000.0
2009-07-01,Beverage and tobacco product manufacturing,,994000000.0
2009-07-01,Textile mills,,145000000.0
2009-07-01,Textile product mills,,145000000.0
2009-07-01,Apparel manufacturing,,192000000.0
2009-07-01,Leather and allied product manufacturing,,31000000.0
2009-07-01,Paper manufacturing,,2203000000.0
2009-07-01,Printing and related support activities,,762000000.0
2009-07-01,Petroleum and coal products manufacturing,,6189000000.0
2009-07-01,Chemical manufacturing,,4034000000.0
2009-07-01,Plastics and rubber products manufacturing,,1903000000.0
2009-07-01,Durable goods,,22970000000.0
2009-07-01,Wood product manufacturing,,1706000000.0
2009-07-01,Non-metallic mineral product manufacturing,,1089000000.0
2009-07-01,Primary metal manufacturing,,3146000000.0
2009-07-01,Fabricated metal product manufacturing,,2600000000.0
2009-07-01,Machinery manufacturing,,2319000000.0
2009-07-01,Computer and electronic product manufacturing,,1356000000.0
2009-07-01,"Electrical equipment, appliance and component manufacturing",,856000000.0
2009-07-01,Transportation equipment manufacturing,,8114000000.0
2009-07-01,Motor vehicle manufacturing,,3734000000.0
2009-07-01,Motor vehicle body and trailer manufacturing,,220000000.0
2009-07-01,Motor vehicle parts manufacturing,,1617000000.0
2009-07-01,Aerospace product and parts manufacturing,,1985000000.0
2009-07-01,Railroad rolling stock manufacturing,,125000000.0
2009-07-01,Ship and boat building,,142000000.0
2009-07-01,Other transportation equipment manufacturing,,291000000.0
2009-07-01,Furniture and related product manufacturing,,867000000.0
2009-07-01,Miscellaneous manufacturing,,917000000.0
2009-08-01,"Total, durable and non-durable goods",,46127000000.0
2009-08-01,Non-durable goods,,24099000000.0
2009-08-01,Food manufacturing,,7888000000.0
2009-08-01,Beverage and tobacco product manufacturing,,1019000000.0
2009-08-01,Textile mills,,140000000.0
2009-08-01,Textile product mills,,153000000.0
2009-08-01,Apparel manufacturing,,183000000.0
2009-08-01,Leather and allied product manufacturing,,36000000.0
2009-08-01,Paper manufacturing,,2216000000.0
2009-08-01,Printing and related support activities,,763000000.0
2009-08-01,Petroleum and coal products manufacturing,,5891000000.0
2009-08-01,Chemical manufacturing,,3871000000.0
2009-08-01,Plastics and rubber products manufacturing,,1939000000.0
2009-08-01,Durable goods,,22028000000.0
2009-08-01,Wood product manufacturing,,1765000000.0
2009-08-01,Non-metallic mineral product manufacturing,,1109000000.0
2009-08-01,Primary metal manufacturing,,3068000000.0
2009-08-01,Fabricated metal product manufacturing,,2629000000.0
2009-08-01,Machinery manufacturing,,2328000000.0
2009-08-01,Computer and electronic product manufacturing,,1342000000.0
2009-08-01,"Electrical equipment, appliance and component manufacturing",,804000000.0
2009-08-01,Transportation equipment manufacturing,,7190000000.0
2009-08-01,Motor vehicle manufacturing,,3505000000.0
2009-08-01,Motor vehicle body and trailer manufacturing,,204000000.0
2009-08-01,Motor vehicle parts manufacturing,,1608000000.0
2009-08-01,Aerospace product and parts manufacturing,,1402000000.0
2009-08-01,Railroad rolling stock manufacturing,,99000000.0
2009-08-01,Ship and boat building,,129000000.0
2009-08-01,Other transportation equipment manufacturing,,242000000.0
2009-08-01,Furniture and related product manufacturing,,924000000.0
2009-08-01,Miscellaneous manufacturing,,869000000.0
2009-09-01,"Total, durable and non-durable goods",,46805000000.0
2009-09-01,Non-durable goods,,24031000000.0
2009-09-01,Food manufacturing,,7933000000.0
2009-09-01,Beverage and tobacco product manufacturing,,1027000000.0
2009-09-01,Textile mills,,135000000.0
2009-09-01,Textile product mills,,159000000.0
2009-09-01,Apparel manufacturing,,176000000.0
2009-09-01,Leather and allied product manufacturing,,32000000.0
2009-09-01,Paper manufacturing,,2255000000.0
2009-09-01,Printing and related support activities,,784000000.0
2009-09-01,Petroleum and coal products manufacturing,,5742000000.0
2009-09-01,Chemical manufacturing,,3816000000.0
2009-09-01,Plastics and rubber products manufacturing,,1973000000.0
2009-09-01,Durable goods,,22774000000.0
2009-09-01,Wood product manufacturing,,1794000000.0
2009-09-01,Non-metallic mineral product manufacturing,,1103000000.0
2009-09-01,Primary metal manufacturing,,3189000000.0
2009-09-01,Fabricated metal product manufacturing,,2752000000.0
2009-09-01,Machinery manufacturing,,2276000000.0
2009-09-01,Computer and electronic product manufacturing,,1334000000.0
2009-09-01,"Electrical equipment, appliance and component manufacturing",,817000000.0
2009-09-01,Transportation equipment manufacturing,,7713000000.0
2009-09-01,Motor vehicle manufacturing,,4004000000.0
2009-09-01,Motor vehicle body and trailer manufacturing,,202000000.0
2009-09-01,Motor vehicle parts manufacturing,,1902000000.0
2009-09-01,Aerospace product and parts manufacturing,,1101000000.0
2009-09-01,Railroad rolling stock manufacturing,,107000000.0
2009-09-01,Ship and boat building,,144000000.0
2009-09-01,Other transportation equipment manufacturing,,253000000.0
2009-09-01,Furniture and related product manufacturing,,889000000.0
2009-09-01,Miscellaneous manufacturing,,908000000.0
2009-10-01,"Total, durable and non-durable goods",,46695000000.0
2009-10-01,Non-durable goods,,24055000000.0
2009-10-01,Food manufacturing,,7714000000.0
2009-10-01,Beverage and tobacco product manufacturing,,1038000000.0
2009-10-01,Textile mills,,142000000.0
2009-10-01,Textile product mills,,161000000.0
2009-10-01,Apparel manufacturing,,178000000.0
2009-10-01,Leather and allied product manufacturing,,32000000.0
2009-10-01,Paper manufacturing,,2340000000.0
2009-10-01,Printing and related support activities,,783000000.0
2009-10-01,Petroleum and coal products manufacturing,,5800000000.0
2009-10-01,Chemical manufacturing,,3866000000.0
2009-10-01,Plastics and rubber products manufacturing,,2002000000.0
2009-10-01,Durable goods,,22639000000.0
2009-10-01,Wood product manufacturing,,1774000000.0
2009-10-01,Non-metallic mineral product manufacturing,,1094000000.0
2009-10-01,Primary metal manufacturing,,3215000000.0
2009-10-01,Fabricated metal product manufacturing,,2575000000.0
2009-10-01,Machinery manufacturing,,2272000000.0
2009-10-01,Computer and electronic product manufacturing,,1396000000.0
2009-10-01,"Electrical equipment, appliance and component manufacturing",,803000000.0
2009-10-01,Transportation equipment manufacturing,,7778000000.0
2009-10-01,Motor vehicle manufacturing,,4098000000.0
2009-10-01,Motor vehicle body and trailer manufacturing,,175000000.0
2009-10-01,Motor vehicle parts manufacturing,,1784000000.0
2009-10-01,Aerospace product and parts manufacturing,,1320000000.0
2009-10-01,Railroad rolling stock manufacturing,,77000000.0
2009-10-01,Ship and boat building,,126000000.0
2009-10-01,Other transportation equipment manufacturing,,198000000.0
2009-10-01,Furniture and related product manufacturing,,863000000.0
2009-10-01,Miscellaneous manufacturing,,869000000.0
2009-11-01,"Total, durable and non-durable goods",,47049000000.0
2009-11-01,Non-durable goods,,24245000000.0
2009-11-01,Food manufacturing,,7845000000.0
2009-11-01,Beverage and tobacco product manufacturing,,1015000000.0
2009-11-01,Textile mills,,134000000.0
2009-11-01,Textile product mills,,161000000.0
2009-11-01,Apparel manufacturing,,183000000.0
2009-11-01,Leather and allied product manufacturing,,31000000.0
2009-11-01,Paper manufacturing,,2325000000.0
2009-11-01,Printing and related support activities,,769000000.0
2009-11-01,Petroleum and coal products manufacturing,,5772000000.0
2009-11-01,Chemical manufacturing,,4017000000.0
2009-11-01,Plastics and rubber products manufacturing,,1992000000.0
2009-11-01,Durable goods,,22804000000.0
2009-11-01,Wood product manufacturing,,1799000000.0
2009-11-01,Non-metallic mineral product manufacturing,,1132000000.0
2009-11-01,Primary metal manufacturing,,3349000000.0
2009-11-01,Fabricated metal product manufacturing,,2634000000.0
2009-11-01,Machinery manufacturing,,2305000000.0
2009-11-01,Computer and electronic product manufacturing,,1365000000.0
2009-11-01,"Electrical equipment, appliance and component manufacturing",,798000000.0
2009-11-01,Transportation equipment manufacturing,,7657000000.0
2009-11-01,Motor vehicle manufacturing,,3925000000.0
2009-11-01,Motor vehicle body and trailer manufacturing,,226000000.0
2009-11-01,Motor vehicle parts manufacturing,,1817000000.0
2009-11-01,Aerospace product and parts manufacturing,,1247000000.0
2009-11-01,Railroad rolling stock manufacturing,,96000000.0
2009-11-01,Ship and boat building,,117000000.0
2009-11-01,Other transportation equipment manufacturing,,229000000.0
2009-11-01,Furniture and related product manufacturing,,897000000.0
2009-11-01,Miscellaneous manufacturing,,868000000.0
2009-12-01,"Total, durable and non-durable goods",,47713000000.0
2009-12-01,Non-durable goods,,24320000000.0
2009-12-01,Food manufacturing,,7756000000.0
2009-12-01,Beverage and tobacco product manufacturing,,1031000000.0
2009-12-01,Textile mills,,137000000.0
2009-12-01,Textile product mills,,160000000.0
2009-12-01,Apparel manufacturing,,190000000.0
2009-12-01,Leather and allied product manufacturing,,33000000.0
2009-12-01,Paper manufacturing,,2299000000.0
2009-12-01,Printing and related support activities,,758000000.0
2009-12-01,Petroleum and coal products manufacturing,,5992000000.0
2009-12-01,Chemical manufacturing,,4000000000.0
